source_code,source_concept_id,source_vocabulary_id,source_code_type,source_code_description,target_concept_name,target_concept_code,target_concept_id,target_vocabulary_id,target_domain,target_concept_class_id,updated_date,valid_end_date
intratserebroventrikulaarne,0,None,drug_admin_route,intratserebroventrikulaarne,Intracerebroventricular,420719007,4224886,SNOMED,Route,Qualifier Value,2025-02-21,2099-12-31
intratservikaalne,0,None,drug_admin_route,intratservikaalne,Intracervical,372462000,4186835,SNOMED,Route,Qualifier Value,2025-02-21,2099-12-31
intratsisternaalne,0,None,drug_admin_route,intratsisternaalne,Intracisternal,418892005,4305993,SNOMED,Route,Qualifier Value,2025-02-21,2099-12-31
intratumoraalne,0,None,drug_admin_route,intratumoraalne,Intratumor,447122006,40491322,SNOMED,Route,Qualifier Value,2025-02-21,2099-12-31
intrauteriinne,0,None,drug_admin_route,intrauteriinne,Intrauterine,62226000,4269621,SNOMED,Route,Qualifier Value,2025-02-21,2099-12-31
intravenoosne,0,None,drug_admin_route,intravenoosne,Intravenous,47625008,4171047,SNOMED,Route,Qualifier Value,2025-02-21,2099-12-31
intravesikaalne,0,None,drug_admin_route,intravesikaalne,Intravesical,372471009,4186838,SNOMED,Route,Qualifier Value,2025-02-21,2099-12-31
intravesikaalne (pulber),0,None,drug_admin_route,intravesikaalne (pulber),Intravesical,372471009,4186838,SNOMED,Route,Qualifier Value,2025-02-21,2099-12-31
intravitreaalne,0,None,drug_admin_route,intravitreaalne,Intravitreal,418401004,4302785,SNOMED,Route,Qualifier Value,2025-02-21,2099-12-31
iontoforees,0,None,drug_admin_route,iontoforees,Transdermal,45890007,4262099,SNOMED,Route,Qualifier Value,2025-02-21,2099-12-31
keelealune,0,None,drug_admin_route,keelealune,Sublingual,37839007,4292110,SNOMED,Route,Qualifier Value,2025-02-21,2099-12-31
kehaväline,0,None,drug_admin_route,kehaväline,Extracorporeal,714743009,37018288,SNOMED,Route,Qualifier Value,2025-02-21,2099-12-31
kutaanne,0,None,drug_admin_route,kutaanne,Cutaneous,448598008,40490507,SNOMED,Route,Qualifier Value,2025-02-21,2099-12-31
kõhresisene,0,None,drug_admin_route,kõhresisene,Intracartilaginous,418331006,4303676,SNOMED,Route,Qualifier Value,2025-02-21,2099-12-31
larüngofarüngeaalne,0,None,drug_admin_route,larüngofarüngeaalne,Oropharyngeal,418664002,4303277,SNOMED,Route,Qualifier Value,2025-02-21,2099-12-31
nasaalne,0,None,drug_admin_route,nasaalne,Nasal,46713006,4262914,SNOMED,Route,Qualifier Value,2025-02-21,2099-12-31
okulaarne,0,None,drug_admin_route,okulaarne,Ocular,372472002,40549429,SNOMED,Route,Qualifier Value,2025-02-21,2099-12-31
orofarüngeaalne,0,None,drug_admin_route,orofarüngeaalne,Oropharyngeal,418664002,4303277,SNOMED,Route,Qualifier Value,2025-02-21,2099-12-31
oromukosaalne,0,None,drug_admin_route,oromukosaalne,Oromucosal,372473007,4186839,SNOMED,Route,Qualifier Value,2025-02-21,2099-12-31
paikne,0,None,drug_admin_route,paikne,Topical,6064005,4263689,SNOMED,Route,Qualifier Value,2025-02-21,2099-12-31
paravertebraalne,0,None,drug_admin_route,paravertebraalne,Paravertebral,419165009,4170267,SNOMED,Route,Qualifier Value,2025-02-21,2099-12-31
periartikulaarne,0,None,drug_admin_route,periartikulaarne,Periarticular,372474001,4156708,SNOMED,Route,Qualifier Value,2025-02-21,2099-12-31
perineuraalne,0,None,drug_admin_route,perineuraalne,Perineural,372475000,4157761,SNOMED,Route,Qualifier Value,2025-02-21,2099-12-31
periodontaalne,0,None,drug_admin_route,periodontaalne,Periodontal,447052000,40490866,SNOMED,Route,Qualifier Value,2025-02-21,2099-12-31
periosteaalne,0,None,drug_admin_route,periosteaalne,Periosteal,420047004,4171893,SNOMED,Route,Qualifier Value,2025-02-21,2099-12-31
peritumoraalne,0,None,drug_admin_route,peritumoraalne,Peritumoral,58811000052103,37207463,SNOMED,Route,Qualifier Value,2025-02-21,2099-12-31
posterioorne jukstaskleraalne,0,None,drug_admin_route,posterioorne jukstaskleraalne,Posterior juxtascleral,58821000052106,37207464,SNOMED,Route,Qualifier Value,2025-02-21,2099-12-31
rektaalne,0,None,drug_admin_route,rektaalne,Rectal,37161004,4290759,SNOMED,Route,Qualifier Value,2025-02-21,2099-12-31
retrobulbaarne,0,None,drug_admin_route,retrobulbaarne,Retrobulbar,418321004,4303673,SNOMED,Route,Qualifier Value,2025-02-21,2099-12-31
silma eeskambri sisene,0,None,drug_admin_route,silma eeskambri sisene,Intracameral,418821007,4303409,SNOMED,Route,Qualifier Value,2025-02-21,2099-12-31
subkonjunktivaalne,0,None,drug_admin_route,subkonjunktivaalne,Subconjunctival,372476004,4163770,SNOMED,Route,Qualifier Value,2025-02-21,2099-12-31
subkutaanne,0,None,drug_admin_route,subkutaanne,Subcutaneous,34206005,4142048,SNOMED,Route,Qualifier Value,2025-02-21,2099-12-31
submukoosne,0,None,drug_admin_route,submukoosne,Submucosal,419874009,4169634,SNOMED,Route,Qualifier Value,2025-02-21,2099-12-31
subretinaalne,0,None,drug_admin_route,subretinaalne,Subretinal,58831000052108,37207465,SNOMED,Route,Qualifier Value,2025-02-21,2099-12-31
suukaudne,0,None,drug_admin_route,suukaudne,Oral,26643006,4132161,SNOMED,Route,Qualifier Value,2025-02-21,2099-12-31
transdermaalne,0,None,drug_admin_route,transdermaalne,Transdermal,45890007,4262099,SNOMED,Route,Qualifier Value,2025-02-21,2099-12-31
uretraalne,0,None,drug_admin_route,uretraalne,Urethral,90028008,4233974,SNOMED,Route,Qualifier Value,2025-02-21,2099-12-31
vaginaalne,0,None,drug_admin_route,vaginaalne,Vaginal,16857009,4057765,SNOMED,Route,Qualifier Value,2025-02-21,2099-12-31
