source_code,source_concept_id,source_vocabulary_id,source_code_type,source_code_description,target_concept_name,target_concept_code,target_concept_id,target_vocabulary_id,target_domain,target_concept_class_id,updated_date,valid_end_date
A01AB19,21600029,ATC,atc,sodium perborate; local oral,sodium perborate,36702,19039877,RxNorm,Drug,Ingredient,2025-02-21,2099-12-31
A01AB21,21600030,ATC,atc,chlortetracycline; local oral,chlortetracycline,2408,19095043,RxNorm,Drug,Ingredient,2025-02-21,2099-12-31
A01AB22,21600031,ATC,atc,doxycycline; local oral,doxycycline,3640,1738521,RxNorm,Drug,Ingredient,2025-02-21,2099-12-31
A01AB23,21600032,ATC,atc,minocycline; local oral,minocycline,6980,1708880,RxNorm,Drug,Ingredient,2025-02-21,2099-12-31
A01AB24,955097,ATC,atc,octenidine; local oral,octenidine,2119240,1366603,RxNorm,Drug,Ingredient,2025-02-21,2099-12-31
A01AB25,955117,ATC,atc,oxytetracycline; local oral,oxytetracycline,7821,925952,RxNorm,Drug,Ingredient,2025-02-21,2099-12-31
A01AB53,954921,ATC,atc,chlorhexidine and cetylpyridinium; local oral,cetylpyridinium,2286,989301,RxNorm,Drug,Ingredient,2025-02-21,2099-12-31
A01AB53,954921,ATC,atc,chlorhexidine and cetylpyridinium; local oral,chlorhexidine,2358,1790812,RxNorm,Drug,Ingredient,2025-02-21,2099-12-31
A01AB80,0,None,atc,,,No matching concept,0,None,,,2025-02-21,2099-12-31
A01AB81,0,None,atc,neomütsiin+bensokaiin,,No matching concept,0,None,,,2025-02-21,2099-12-31
A01AB82,0,None,atc,demeklotsükliin+triamtsinoloon,,No matching concept,0,None,,,2025-02-21,2099-12-31
A01AC01,21600034,ATC,atc,triamcinolone; local oral,triamcinolone,10759,903963,RxNorm,Drug,Ingredient,2025-02-21,2099-12-31
A01AC02,21600035,ATC,atc,dexamethasone; local oral,dexamethasone,3264,1518254,RxNorm,Drug,Ingredient,2025-02-21,2099-12-31
A01AC03,21600036,ATC,atc,hydrocortisone; local oral,hydrocortisone,5492,975125,RxNorm,Drug,Ingredient,2025-02-21,2099-12-31
A01AC04,955151,ATC,atc,prednisolone; local oral,prednisolone,8638,1550557,RxNorm,Drug,Ingredient,2025-02-21,2099-12-31
A01AC54,21600037,ATC,atc,"prednisolone, combinations; local oral",prednisolone,8638,1550557,RxNorm,Drug,Ingredient,2025-02-21,2099-12-31
A01AC80,0,None,atc,,,No matching concept,0,None,,,2025-02-21,2099-12-31
A01AC81,0,None,atc,deksametasoon+tümool,,No matching concept,0,None,,,2025-02-21,2099-12-31
A01AD01,21600039,ATC,atc,epinephrine; local oral,epinephrine,3992,1343916,RxNorm,Drug,Ingredient,2025-02-21,2099-12-31
A01AD02,21600040,ATC,atc,benzydamine; local oral,benzydamine,1425,19019620,RxNorm,Drug,Ingredient,2025-02-21,2099-12-31
A01AD05,21600041,ATC,atc,acetylsalicylic acid; local oral,aspirin,1191,1112807,RxNorm,Drug,Ingredient,2025-02-21,2099-12-31
A01AD06,21600042,ATC,atc,adrenalone; local oral,adrenalone,17073,19018407,RxNorm,Drug,Ingredient,2025-02-21,2099-12-31
A01AD07,21600043,ATC,atc,amlexanox; local oral,amlexanox,46307,957623,RxNorm,Drug,Ingredient,2025-02-21,2099-12-31
A01AD08,21600044,ATC,atc,becaplermin; local oral,becaplermin,115238,912476,RxNorm,Drug,Ingredient,2025-02-21,2099-12-31
A01AD80,0,None,atc,lidokaiin+tsetüülpüridiinkloriid,,No matching concept,0,None,,,2025-02-21,2099-12-31
A01AD81,0,None,atc,lidokaiin+tsetrimiid,,No matching concept,0,None,,,2025-02-21,2099-12-31
A01AD81,0,None,atc,,,No matching concept,0,None,,,2025-02-21,2099-12-31
A01AD82,0,None,atc,koliinsalitsülaat,,No matching concept,0,None,,,2025-02-21,2099-12-31
A01AD83,0,None,atc,lidokaiin+kummeliekstrakt,,No matching concept,0,None,,,2025-02-21,2099-12-31
A01AD83,0,None,atc,,,No matching concept,0,None,,,2025-02-21,2099-12-31
A01AD84,0,None,atc,trikresool,,No matching concept,0,None,,,2025-02-21,2099-12-31
A01AD85,0,None,atc,koliinsalitsülaat+tsetalkooniumkloriid,,No matching concept,0,None,,,2025-02-21,2099-12-31
A01AD85,0,None,atc,,,No matching concept,0,None,,,2025-02-21,2099-12-31
A01AD86,0,None,atc,,,No matching concept,0,None,,,2025-02-21,2099-12-31
A01AD88,0,None,atc,,,No matching concept,0,None,,,2025-02-21,2099-12-31
A01AD90,0,None,atc,lidokaiin+paraformaldehüüd,,No matching concept,0,None,,,2025-02-21,2099-12-31
A01AD90,0,None,atc,,,No matching concept,0,None,,,2025-02-21,2099-12-31
A01AD91,0,None,atc,flurbiprofeen,,No matching concept,0,None,,,2025-02-21,2099-12-31
A01AD92,0,None,atc,,,No matching concept,0,None,,,2025-02-21,2099-12-31
A02AA01,21600049,ATC,atc,magnesium carbonate; oral,magnesium carbonate,29155,908464,RxNorm,Drug,Ingredient,2025-02-21,2099-12-31
A02AA02,21600050,ATC,atc,magnesium oxide; oral,magnesium oxide,6582,993631,RxNorm,Drug,Ingredient,2025-02-21,2099-12-31
A02AA03,21600051,ATC,atc,magnesium peroxide,magnesium peroxide,1666106,46287505,RxNorm,Drug,Ingredient,2025-02-21,2099-12-31
A02AA04,21600052,ATC,atc,magnesium hydroxide; oral,magnesium hydroxide,6581,992956,RxNorm,Drug,Ingredient,2025-02-21,2099-12-31
A02AA05,21600053,ATC,atc,magnesium silicate; oral,magnesium silicate,1310566,42899326,RxNorm,Drug,Ingredient,2025-02-21,2099-12-31
A02AB01,21600056,ATC,atc,aluminium hydroxide; oral,aluminum hydroxide,612,985247,RxNorm,Drug,Ingredient,2025-02-21,2099-12-31
A02AB02,21600057,ATC,atc,algeldrate; oral,aluminum hydroxide,612,985247,RxNorm,Drug,Ingredient,2025-02-21,2099-12-31
A02AB03,21600058,ATC,atc,aluminium phosphate; oral,aluminum phosphate,17618,19030675,RxNorm,Drug,Ingredient,2025-02-21,2099-12-31
A02AB04,21600059,ATC,atc,dihydroxialumini sodium carbonate; oral,dihydroxyaluminum sodium carbonate,23163,989727,RxNorm,Drug,Ingredient,2025-02-21,2099-12-31
A02AB06,21600061,ATC,atc,aloglutamol; oral,aloglutamol,17392,19030323,RxNorm,Drug,Ingredient,2025-02-21,2099-12-31
A02AB07,21600062,ATC,atc,aluminium glycinate,aluminium triglycinate,1659193,46275493,RxNorm,Drug,Ingredient,2025-02-21,2099-12-31
A02AC01,21600065,ATC,atc,calcium carbonate; oral,calcium carbonate,1897,19035704,RxNorm,Drug,Ingredient,2025-02-21,2099-12-31
A02AC02,21600066,ATC,atc,calcium silicate; oral,calcium silicate,1311526,42900373,RxNorm,Drug,Ingredient,2025-02-21,2099-12-31
A02AD02,21600070,ATC,atc,magaldrate; oral,magaldrate,29151,908360,RxNorm,Drug,Ingredient,2025-02-21,2099-12-31
A02AD04,21600072,ATC,atc,hydrotalcite; oral,hydrotalcite,27221,19002230,RxNorm,Drug,Ingredient,2025-02-21,2099-12-31
A02AD05,21600073,ATC,atc,almasilate; oral,aluminum magnesium silicate,17614,19018438,RxNorm,Drug,Ingredient,2025-02-21,2099-12-31
A02AD80,0,None,atc,,,No matching concept,0,None,,,2025-02-21,2099-12-31
A02AD81,0,None,atc,alumiiniumhüdroksiid+magneesiumhüdroksiid,,No matching concept,0,None,,,2025-02-21,2099-12-31
A02AD81,0,None,atc,,,No matching concept,0,None,,,2025-02-21,2099-12-31
A02AD82,0,None,atc,alumiiniumaminoatsetaat+magneesiumoksiid,,No matching concept,0,None,,,2025-02-21,2099-12-31
A02AD82,0,None,atc,,,No matching concept,0,None,,,2025-02-21,2099-12-31
A02AD83,0,None,atc,kaltsiumkarbonaat+magneesiumkarbonaat,,No matching concept,0,None,,,2025-02-21,2099-12-31
A02AD83,0,None,atc,,,No matching concept,0,None,,,2025-02-21,2099-12-31
A02AD84,0,None,atc,,,No matching concept,0,None,,,2025-02-21,2099-12-31
A02AF01,21600075,ATC,atc,magaldrate and antiflatulents; oral,magaldrate,29151,908360,RxNorm,Drug,Ingredient,2025-02-21,2099-12-31
A02AF80,0,None,atc,,,No matching concept,0,None,,,2025-02-21,2099-12-31
A02AX82,0,None,atc,,,No matching concept,0,None,,,2025-02-21,2099-12-31
A02AX83,0,None,atc,,,No matching concept,0,None,,,2025-02-21,2099-12-31
A02BA01,21600082,ATC,atc,cimetidine; systemic,cimetidine,2541,997276,RxNorm,Drug,Ingredient,2025-02-21,2099-12-31
A02BA02,21600083,ATC,atc,ranitidine; systemic,ranitidine,9143,961047,RxNorm,Drug,Ingredient,2025-02-21,2099-12-31
A02BA03,21600084,ATC,atc,famotidine; systemic,famotidine,4278,953076,RxNorm,Drug,Ingredient,2025-02-21,2099-12-31
A02BA04,21600085,ATC,atc,nizatidine; systemic,nizatidine,42319,950696,RxNorm,Drug,Ingredient,2025-02-21,2099-12-31
A02BA06,21600087,ATC,atc,roxatidine; oral,roxatidine,114817,19011685,RxNorm,Drug,Ingredient,2025-02-21,2099-12-31
A02BA07,21600088,ATC,atc,ranitidine bismuth citrate; oral,ranitidine,9143,961047,RxNorm,Drug,Ingredient,2025-02-21,2099-12-31
A02BA08,21600089,ATC,atc,lafutidine; oral,lafutidine,OMOP4700429,43009003,RxNorm Extension,Drug,Ingredient,2025-02-21,2099-12-31
A02BA51,21600090,ATC,atc,"cimetidine, combinations; systemic",cimetidine,2541,997276,RxNorm,Drug,Ingredient,2025-02-21,2099-12-31
A02BA53,21600091,ATC,atc,"famotidine, combinations; systemic",famotidine,4278,953076,RxNorm,Drug,Ingredient,2025-02-21,2099-12-31
A02BB01,21600093,ATC,atc,misoprostol; oral,misoprostol,42331,1150871,RxNorm,Drug,Ingredient,2025-02-21,2099-12-31
A02BB02,21600094,ATC,atc,enprostil; oral,enprostil,OMOP4819382,35198017,RxNorm Extension,Drug,Ingredient,2025-02-21,2099-12-31
A02BC01,21600096,ATC,atc,omeprazole; systemic,omeprazole,7646,923645,RxNorm,Drug,Ingredient,2025-02-21,2099-12-31
A02BC02,21600097,ATC,atc,pantoprazole; systemic,pantoprazole,40790,948078,RxNorm,Drug,Ingredient,2025-02-21,2099-12-31
A02BC03,21600098,ATC,atc,lansoprazole; oral,lansoprazole,17128,929887,RxNorm,Drug,Ingredient,2025-02-21,2099-12-31
A02BC04,21600099,ATC,atc,rabeprazole; oral,rabeprazole,114979,911735,RxNorm,Drug,Ingredient,2025-02-21,2099-12-31
A02BC05,21600100,ATC,atc,esomeprazole; systemic,esomeprazole,283742,904453,RxNorm,Drug,Ingredient,2025-02-21,2099-12-31
A02BC06,40254795,ATC,atc,dexlansoprazole; oral,dexlansoprazole,816346,19039926,RxNorm,Drug,Ingredient,2025-02-21,2099-12-31
A02BC07,45893509,ATC,atc,dexrabeprazole; oral,rabeprazole,114979,911735,RxNorm,Drug,Ingredient,2025-02-21,2099-12-31
A02BC08,715768,ATC,atc,vonoprazan; oral,vonoprazan fumarate,OMOP4819525,35198160,RxNorm Extension,Drug,Ingredient,2025-02-21,2099-12-31
A02BC09,947955,ATC,atc,tegoprazan; oral,tegoprazan,OMOP4976878,2100528,RxNorm Extension,Drug,Ingredient,2025-02-21,2099-12-31
A02BC51,955107,ATC,atc,"omeprazole, combinations; oral",omeprazole,7646,923645,RxNorm,Drug,Ingredient,2025-02-21,2099-12-31
A02BC53,45893274,ATC,atc,"lansoprazole, combinations; oral",lansoprazole,17128,929887,RxNorm,Drug,Ingredient,2025-02-21,2099-12-31
A02BC54,45893506,ATC,atc,"rabeprazole, combinations; oral",rabeprazole,114979,911735,RxNorm,Drug,Ingredient,2025-02-21,2099-12-31
A02BD01,21600102,ATC,atc,"omeprazole, amoxicillin and metronidazole; systemic",amoxicillin,723,1713332,RxNorm,Drug,Ingredient,2025-02-21,2099-12-31
A02BD01,21600102,ATC,atc,"omeprazole, amoxicillin and metronidazole; systemic",metronidazole,6922,1707164,RxNorm,Drug,Ingredient,2025-02-21,2099-12-31
A02BD01,21600102,ATC,atc,"omeprazole, amoxicillin and metronidazole; systemic",omeprazole,7646,923645,RxNorm,Drug,Ingredient,2025-02-21,2099-12-31
A02BD02,21600103,ATC,atc,"lansoprazole, tetracycline and metronidazole; systemic",lansoprazole,17128,929887,RxNorm,Drug,Ingredient,2025-02-21,2099-12-31
A02BD02,21600103,ATC,atc,"lansoprazole, tetracycline and metronidazole; systemic",metronidazole,6922,1707164,RxNorm,Drug,Ingredient,2025-02-21,2099-12-31
A02BD02,21600103,ATC,atc,"lansoprazole, tetracycline and metronidazole; systemic",tetracycline,10395,1836948,RxNorm,Drug,Ingredient,2025-02-21,2099-12-31
A02BD03,21600104,ATC,atc,"lansoprazole, amoxicillin and metronidazole; systemic",amoxicillin,723,1713332,RxNorm,Drug,Ingredient,2025-02-21,2099-12-31
A02BD03,21600104,ATC,atc,"lansoprazole, amoxicillin and metronidazole; systemic",lansoprazole,17128,929887,RxNorm,Drug,Ingredient,2025-02-21,2099-12-31
A02BD03,21600104,ATC,atc,"lansoprazole, amoxicillin and metronidazole; systemic",metronidazole,6922,1707164,RxNorm,Drug,Ingredient,2025-02-21,2099-12-31
A02BD04,21600105,ATC,atc,"pantoprazole, amoxicillin and clarithromycin; systemic",amoxicillin,723,1713332,RxNorm,Drug,Ingredient,2025-02-21,2099-12-31
A02BD04,21600105,ATC,atc,"pantoprazole, amoxicillin and clarithromycin; systemic",clarithromycin,21212,1750500,RxNorm,Drug,Ingredient,2025-02-21,2099-12-31
A02BD04,21600105,ATC,atc,"pantoprazole, amoxicillin and clarithromycin; systemic",pantoprazole,40790,948078,RxNorm,Drug,Ingredient,2025-02-21,2099-12-31
A02BD05,21600106,ATC,atc,"omeprazole, amoxicillin and clarithromycin; systemic",amoxicillin,723,1713332,RxNorm,Drug,Ingredient,2025-02-21,2099-12-31
A02BD05,21600106,ATC,atc,"omeprazole, amoxicillin and clarithromycin; systemic",clarithromycin,21212,1750500,RxNorm,Drug,Ingredient,2025-02-21,2099-12-31
A02BD05,21600106,ATC,atc,"omeprazole, amoxicillin and clarithromycin; systemic",omeprazole,7646,923645,RxNorm,Drug,Ingredient,2025-02-21,2099-12-31
A02BD06,21600107,ATC,atc,"esomeprazole, amoxicillin and clarithromycin; systemic",amoxicillin,723,1713332,RxNorm,Drug,Ingredient,2025-02-21,2099-12-31
A02BD06,21600107,ATC,atc,"esomeprazole, amoxicillin and clarithromycin; systemic",clarithromycin,21212,1750500,RxNorm,Drug,Ingredient,2025-02-21,2099-12-31
A02BD06,21600107,ATC,atc,"esomeprazole, amoxicillin and clarithromycin; systemic",esomeprazole,283742,904453,RxNorm,Drug,Ingredient,2025-02-21,2099-12-31
A02BD07,21600108,ATC,atc,"lansoprazole, amoxicillin and clarithromycin; systemic",amoxicillin,723,1713332,RxNorm,Drug,Ingredient,2025-02-21,2099-12-31
A02BD07,21600108,ATC,atc,"lansoprazole, amoxicillin and clarithromycin; systemic",clarithromycin,21212,1750500,RxNorm,Drug,Ingredient,2025-02-21,2099-12-31
A02BD07,21600108,ATC,atc,"lansoprazole, amoxicillin and clarithromycin; systemic",lansoprazole,17128,929887,RxNorm,Drug,Ingredient,2025-02-21,2099-12-31
A02BD08,40255043,ATC,atc,"bismuth subcitrate, tetracycline and metronidazole; systemic",bismuth subcitrate,47181,958134,RxNorm,Drug,Ingredient,2025-02-21,2099-12-31
A02BD08,40255043,ATC,atc,"bismuth subcitrate, tetracycline and metronidazole; systemic",metronidazole,6922,1707164,RxNorm,Drug,Ingredient,2025-02-21,2099-12-31
A02BD08,40255043,ATC,atc,"bismuth subcitrate, tetracycline and metronidazole; systemic",tetracycline,10395,1836948,RxNorm,Drug,Ingredient,2025-02-21,2099-12-31
A02BD09,45893460,ATC,atc,"lansoprazole, clarithromycin and tinidazole; systemic",clarithromycin,21212,1750500,RxNorm,Drug,Ingredient,2025-02-21,2099-12-31
A02BD09,45893460,ATC,atc,"lansoprazole, clarithromycin and tinidazole; systemic",lansoprazole,17128,929887,RxNorm,Drug,Ingredient,2025-02-21,2099-12-31
A02BD09,45893460,ATC,atc,"lansoprazole, clarithromycin and tinidazole; systemic",tinidazole,10612,1702559,RxNorm,Drug,Ingredient,2025-02-21,2099-12-31
A02BD10,45893273,ATC,atc,"lansoprazole, amoxicillin and levofloxacin; systemic",amoxicillin,723,1713332,RxNorm,Drug,Ingredient,2025-02-21,2099-12-31
A02BD10,45893273,ATC,atc,"lansoprazole, amoxicillin and levofloxacin; systemic",lansoprazole,17128,929887,RxNorm,Drug,Ingredient,2025-02-21,2099-12-31
A02BD10,45893273,ATC,atc,"lansoprazole, amoxicillin and levofloxacin; systemic",levofloxacin,82122,1742253,RxNorm,Drug,Ingredient,2025-02-21,2099-12-31
A02BD11,1588673,ATC,atc,"pantoprazole, amoxicillin, clarithromycin and metronidazole; oral",amoxicillin,723,1713332,RxNorm,Drug,Ingredient,2025-02-21,2099-12-31
A02BD11,1588673,ATC,atc,"pantoprazole, amoxicillin, clarithromycin and metronidazole; oral",clarithromycin,21212,1750500,RxNorm,Drug,Ingredient,2025-02-21,2099-12-31
A02BD11,1588673,ATC,atc,"pantoprazole, amoxicillin, clarithromycin and metronidazole; oral",metronidazole,6922,1707164,RxNorm,Drug,Ingredient,2025-02-21,2099-12-31
A02BD11,1588673,ATC,atc,"pantoprazole, amoxicillin, clarithromycin and metronidazole; oral",pantoprazole,40790,948078,RxNorm,Drug,Ingredient,2025-02-21,2099-12-31
A02BD12,715856,ATC,atc,"rabeprazole, amoxicillin and clarithromycin; systemic",amoxicillin,723,1713332,RxNorm,Drug,Ingredient,2025-02-21,2099-12-31
A02BD12,715856,ATC,atc,"rabeprazole, amoxicillin and clarithromycin; systemic",clarithromycin,21212,1750500,RxNorm,Drug,Ingredient,2025-02-21,2099-12-31
A02BD12,715856,ATC,atc,"rabeprazole, amoxicillin and clarithromycin; systemic",rabeprazole,114979,911735,RxNorm,Drug,Ingredient,2025-02-21,2099-12-31
A02BD13,715857,ATC,atc,"rabeprazole, amoxicillin and metronidazole; systemic",amoxicillin,723,1713332,RxNorm,Drug,Ingredient,2025-02-21,2099-12-31
A02BD13,715857,ATC,atc,"rabeprazole, amoxicillin and metronidazole; systemic",metronidazole,6922,1707164,RxNorm,Drug,Ingredient,2025-02-21,2099-12-31
A02BD13,715857,ATC,atc,"rabeprazole, amoxicillin and metronidazole; systemic",rabeprazole,114979,911735,RxNorm,Drug,Ingredient,2025-02-21,2099-12-31
A02BD14,715863,ATC,atc,"vonoprazan, amoxicillin and clarithromycin; systemic",amoxicillin,723,1713332,RxNorm,Drug,Ingredient,2025-02-21,2099-12-31
A02BD14,715863,ATC,atc,"vonoprazan, amoxicillin and clarithromycin; systemic",clarithromycin,21212,1750500,RxNorm,Drug,Ingredient,2025-02-21,2099-12-31
A02BD15,715864,ATC,atc,"vonoprazan, amoxicillin and metronidazole; systemic",amoxicillin,723,1713332,RxNorm,Drug,Ingredient,2025-02-21,2099-12-31
A02BD15,715864,ATC,atc,"vonoprazan, amoxicillin and metronidazole; systemic",metronidazole,6922,1707164,RxNorm,Drug,Ingredient,2025-02-21,2099-12-31
A02BD16,955106,ATC,atc,"omeprazole, amoxicillin and rifabutin; oral",amoxicillin,723,1713332,RxNorm,Drug,Ingredient,2025-02-21,2099-12-31
A02BD16,955106,ATC,atc,"omeprazole, amoxicillin and rifabutin; oral",omeprazole,7646,923645,RxNorm,Drug,Ingredient,2025-02-21,2099-12-31
A02BD16,955106,ATC,atc,"omeprazole, amoxicillin and rifabutin; oral",rifabutin,55672,1777417,RxNorm,Drug,Ingredient,2025-02-21,2099-12-31
A02BD17,955247,ATC,atc,vonoprazan and amoxicillin; oral,amoxicillin,723,1713332,RxNorm,Drug,Ingredient,2025-02-21,2099-12-31
A02BD17,955247,ATC,atc,vonoprazan and amoxicillin; oral,vonoprazan,2604577,779984,RxNorm,Drug,Ingredient,2025-02-21,2099-12-31
A02BX01,21600110,ATC,atc,carbenoxolone; oral,carbenoxolone,2017,19040563,RxNorm,Drug,Ingredient,2025-02-21,2099-12-31
A02BX02,21600111,ATC,atc,sucralfate; oral,sucralfate,10156,1036228,RxNorm,Drug,Ingredient,2025-02-21,2099-12-31
A02BX03,21600112,ATC,atc,pirenzepine; systemic,pirenzepine,8352,19046724,RxNorm,Drug,Ingredient,2025-02-21,2099-12-31
A02BX04,21600113,ATC,atc,methiosulfonium chloride; systemic,methylmethionine sulfonium chloride,OMOP4819477,35198112,RxNorm Extension,Drug,Ingredient,2025-02-21,2099-12-31
A02BX05,21600114,ATC,atc,bismuth subcitrate; oral,bismuth subcitrate,47181,958134,RxNorm,Drug,Ingredient,2025-02-21,2099-12-31
A02BX06,21600115,ATC,atc,proglumide; oral,proglumide,8730,19052734,RxNorm,Drug,Ingredient,2025-02-21,2099-12-31
A02BX07,21600116,ATC,atc,gefarnate; oral,gefarnate,OMOP4819485,35198120,RxNorm Extension,Drug,Ingredient,2025-02-21,2099-12-31
A02BX08,21600117,ATC,atc,sulglicotide; oral,sulglycotide,OMOP4700494,43009068,RxNorm Extension,Drug,Ingredient,2025-02-21,2099-12-31
A02BX09,21600118,ATC,atc,acetoxolone; oral,acetoxolone,16784,19018404,RxNorm,Drug,Ingredient,2025-02-21,2099-12-31
A02BX11,21600120,ATC,atc,troxipide; oral,troxipide,OMOP4700528,43009102,RxNorm Extension,Drug,Ingredient,2025-02-21,2099-12-31
A02BX12,21600121,ATC,atc,"bismuth subnitrate; oral, rectal",bismuth subnitrate,19477,19037794,RxNorm,Drug,Ingredient,2025-02-21,2099-12-31
A02BX13,21600122,ATC,atc,alginic acid; oral,alginic acid,17305,19030059,RxNorm,Drug,Ingredient,2025-02-21,2099-12-31
A02BX14,1502113,ATC,atc,rebamipide; oral,rebamipide,OMOP4700434,43009008,RxNorm Extension,Drug,Ingredient,2025-02-21,2099-12-31
A02BX15,955209,ATC,atc,teprenone; oral,geranylgeranylacetone,1362746,43012210,RxNorm,Drug,Ingredient,2025-02-21,2099-12-31
A02BX16,955027,ATC,atc,irsogladine; oral,IRSOGLADINE,OMOP5178364,36860747,RxNorm Extension,Drug,Ingredient,2025-02-21,2099-12-31
A02BX51,21600123,ATC,atc,"carbenoxolone, combinations excl. psycholeptics; oral, oral local, topical",carbenoxolone,2017,19040563,RxNorm,Drug,Ingredient,2025-02-21,2099-12-31
A02BX71,21600124,ATC,atc,"carbenoxolone, combinations with psycholeptics; oral, oral local, topical, vaginal",carbenoxolone,2017,19040563,RxNorm,Drug,Ingredient,2025-02-21,2099-12-31
A02BX77,21600125,ATC,atc,"gefarnate, combinations with psycholeptics; oral",gefarnate,OMOP4819485,35198120,RxNorm Extension,Drug,Ingredient,2025-02-21,2099-12-31
A02BX81,0,None,atc,,,No matching concept,0,None,,,2025-02-21,2099-12-31
A02BX82,0,None,atc,,,No matching concept,0,None,,,2025-02-21,2099-12-31
A030000,0,None,atc,,,No matching concept,0,None,,,2025-02-21,2099-12-31
A03AA01,21600130,ATC,atc,oxyphencyclimine; oral,oxyphencyclimine,32698,19019094,RxNorm,Drug,Ingredient,2025-02-21,2099-12-31
A03AA03,21600131,ATC,atc,"camylofin; oral, rectal",camylofine,20136,19040527,RxNorm,Drug,Ingredient,2025-02-21,2099-12-31
A03AA04,21600132,ATC,atc,mebeverine; oral,mebeverine,29410,19008994,RxNorm,Drug,Ingredient,2025-02-21,2099-12-31
A03AA05,21600133,ATC,atc,trimebutine; oral,trimebutine,10819,19005512,RxNorm,Drug,Ingredient,2025-02-21,2099-12-31
A03AA06,21600134,ATC,atc,rociverine; systemic,Rociverine,OMOP5031282,35884378,RxNorm Extension,Drug,Ingredient,2025-02-21,2099-12-31
A03AA07,21600135,ATC,atc,dicycloverine; systemic,dicyclomine,3361,924724,RxNorm,Drug,Ingredient,2025-02-21,2099-12-31
A03AA08,21600136,ATC,atc,"dihexyverine; oral, rectal",dihexyverine,236209,19055875,RxNorm,Drug,Ingredient,2025-02-21,2099-12-31
A03AA09,21600137,ATC,atc,difemerine; systemic,difemerine,163406,19018362,RxNorm,Drug,Ingredient,2025-02-21,2099-12-31
A03AA30,21600138,ATC,atc,piperidolate; oral,piperidolate,59064,19080375,RxNorm,Drug,Ingredient,2025-02-21,2099-12-31
A03AB02,21600141,ATC,atc,"glycopyrronium bromide; systemic, rectal",glycopyrronium,1546438,45775571,RxNorm,Drug,Ingredient,2025-02-21,2099-12-31
A03AB03,21600142,ATC,atc,oxyphenonium; oral,oxyphenonium,7818,19025928,RxNorm,Drug,Ingredient,2025-02-21,2099-12-31
