source_code,source_concept_id,source_vocabulary_id,source_code_type,source_code_description,source_code_category_name,source_code_category_code,target_concept_name,target_concept_code,target_concept_id,target_vocabulary_id,target_domain,target_concept_class_id,updated_date,valid_end_date
000000000000003124,0,None,ehif_service,Alkoholitarvitamise häirega patsiendi nõustamine,Ambulatoorsed vastuvõtud,1000,Alcohol consumption counseling,413473000,4211325,SNOMED,Procedure,Procedure,2024-06-04,2099-12-31
000000000000003125,0,None,ehif_service,Alkoholitarvitamise häirega teenuseid saava patsiendi lähedase nõustamine,Ambulatoorsed vastuvõtud,1000,,No matching concept,0,None,,,2024-06-04,2099-12-31
000000000000003126,0,None,ehif_service,Alkoholitarvitamise häirega patsiendi juhtumikorraldus (üks kuu),Ambulatoorsed vastuvõtud,1000,Alcohol consumption counseling,413473000,4211325,SNOMED,Procedure,Procedure,2024-06-04,2099-12-31
000000000000003201,0,None,ehif_service,Eriarsti kaugvastuvõtt,Ambulatoorsed vastuvõtud,1000,Admission by physician,305260005,4138807,SNOMED,Observation,Procedure,2024-06-04,2099-12-31
000000000000003202,0,None,ehif_service,Psühhiaatri ja õe kaugvastuvõtt aktiivravi perioodis – INSERTED,Ambulatoorsed vastuvõtud,1000,Admission by mental health nurse,305330002,4128595,SNOMED,Observation,Procedure,2024-06-04,2099-12-31
000000000000003202,0,None,ehif_service,Psühhiaatri ja õe kaugvastuvõtt aktiivravi perioodis,Ambulatoorsed vastuvõtud,1000,Under care of psychiatric nurse,305570008,4136483,SNOMED,Observation,Clinical Finding,2024-06-04,2099-12-31
000000000000003203,0,None,ehif_service,Psühhiaatri kaugvastuvõtt aktiivravi perioodis,Ambulatoorsed vastuvõtud,1000,Admission by psychiatrist,305285001,4123796,SNOMED,Observation,Procedure,2024-06-04,2099-12-31
000000000000003204,0,None,ehif_service,Psühhiaatri kaugvastuvõtt toetusravi perioodis,Ambulatoorsed vastuvõtud,1000,Admission by psychiatrist,305285001,4123796,SNOMED,Observation,Procedure,2024-06-04,2099-12-31
000000000000003205,0,None,ehif_service,Psühhiaatri kaugvastuvõtt (alla 19-aastasele isikule),Ambulatoorsed vastuvõtud,1000,Admission by child and adolescent psychiatrist,305286000,4138815,SNOMED,Observation,Procedure,2024-06-04,2099-12-31
000000000000003206,0,None,ehif_service,Õe iseseisev kaugvastuvõtt,Ambulatoorsed vastuvõtud,1000,Admission by nurse,305326000,4128594,SNOMED,Observation,Procedure,2024-06-04,2099-12-31
000000000000003207,0,None,ehif_service,Vaimse tervise õe kaugvastuvõtt,Ambulatoorsed vastuvõtud,1000,Admission by mental health nurse,305330002,4128595,SNOMED,Observation,Procedure,2024-06-04,2099-12-31
000000000000003208,0,None,ehif_service,Ämmaemanda kaugvastuvõtt (30 min),Ambulatoorsed vastuvõtud,1000,Admission by midwife,305323008,4123922,SNOMED,Observation,Procedure,2024-06-04,2099-12-31
000000000000003218,0,None,ehif_service,Ämmaemanda kaugvastuvõtt esmatasandi tervisekeskuses (30 min),Ambulatoorsed vastuvõtud,1000,Admission by midwife,305323008,4123922,SNOMED,Observation,Procedure,2024-06-04,2099-12-31
000000000000003220,0,None,ehif_service,Vaimse tervise õe kaugvastuvõtt (alla 19-aastasele isikule),Ambulatoorsed vastuvõtud,1000,Admission by mental health nurse,305330002,4128595,SNOMED,Observation,Procedure,2024-06-04,2099-12-31
000000000000003221,0,None,ehif_service,Vaimse tervise õe videovastuvõtt (alla 19-aastasele isikule),Ambulatoorsed vastuvõtud,1000,Admission by mental health nurse,305330002,4128595,SNOMED,Observation,Procedure,2024-06-04,2099-12-31
000000000000003222,0,None,ehif_service,Eriarsti videovastuvõtt,Ambulatoorsed vastuvõtud,1000,Admission by physician,305260005,4138807,SNOMED,Observation,Procedure,2024-06-04,2099-12-31
000000000000003223,0,None,ehif_service,Psühhiaatri ja õe videovastuvõtt aktiivravi perioodis,Ambulatoorsed vastuvõtud,1000,Admission by mental health nurse,305330002,4128595,SNOMED,Observation,Procedure,2024-06-04,2099-12-31
000000000000003223,0,None,ehif_service,Psühhiaatri ja õe videovastuvõtt aktiivravi perioodis,Ambulatoorsed vastuvõtud,1000,Admission by psychiatrist,305285001,4123796,SNOMED,Observation,Procedure,2024-06-04,2099-12-31
000000000000003224,0,None,ehif_service,Psühhiaatri videovastuvõtt aktiivravi perioodis,Ambulatoorsed vastuvõtud,1000,Admission by psychiatrist,305285001,4123796,SNOMED,Observation,Procedure,2024-06-04,2099-12-31
000000000000003225,0,None,ehif_service,Psühhiaatri videovastuvõtt toetusravi perioodis,Ambulatoorsed vastuvõtud,1000,Admission by psychiatrist,305285001,4123796,SNOMED,Observation,Procedure,2024-06-04,2099-12-31
000000000000003226,0,None,ehif_service,Psühhiaatri videovastuvõtt (alla 19-aastasele isikule),Ambulatoorsed vastuvõtud,1000,Admission by child and adolescent psychiatrist,305286000,4138815,SNOMED,Observation,Procedure,2024-06-04,2099-12-31
000000000000003227,0,None,ehif_service,Õe videovastuvõtt,Ambulatoorsed vastuvõtud,1000,Admission by nurse,305326000,4128594,SNOMED,Observation,Procedure,2024-06-04,2099-12-31
000000000000003228,0,None,ehif_service,Vaimse tervise õe videovastuvõtt,Ambulatoorsed vastuvõtud,1000,Admission by mental health nurse,305330002,4128595,SNOMED,Observation,Procedure,2024-06-04,2099-12-31
000000000000003229,0,None,ehif_service,Ämmaemanda videovastuvõtt (30 min),Ambulatoorsed vastuvõtud,1000,Admission by midwife,305323008,4123922,SNOMED,Observation,Procedure,2024-06-04,2099-12-31
000000000000003230,0,None,ehif_service,Ämmaemanda videovastuvõtt esmatasandi tervisekeskuses (30 min),Ambulatoorsed vastuvõtud,1000,Admission by midwife,305323008,4123922,SNOMED,Observation,Procedure,2024-06-04,2099-12-31
000000000000003231,0,None,ehif_service,Eriõe videovastuvõtt,Ambulatoorsed vastuvõtud,1000,Admission by nurse,305326000,4128594,SNOMED,Observation,Procedure,2024-06-04,2099-12-31
000000000000003240,0,None,ehif_service,Alkoholitarvitamise häirega patsiendi nõustamine kaugvastuvõtul,Ambulatoorsed vastuvõtud,1000,Alcohol consumption counseling,413473000,4211325,SNOMED,Procedure,Procedure,2024-06-04,2099-12-31
000000000000003241,0,None,ehif_service,Alkoholitarvitamise häirega patsiendi nõustamine videovastuvõtul,Ambulatoorsed vastuvõtud,1000,Alcohol consumption counseling,413473000,4211325,SNOMED,Procedure,Procedure,2024-06-04,2099-12-31
000000000000003242,0,None,ehif_service,Alkoholitarvitamise häirega teenuseid saava patsiendi lähedase nõustamine kaugvastuvõtul,Ambulatoorsed vastuvõtud,1000,,No matching concept,0,None,,,2024-06-04,2099-12-31
000000000000003243,0,None,ehif_service,Alkoholitarvitamise häirega teenuseid saava patsiendi lähedase nõustamine videovastuvõtul,Ambulatoorsed vastuvõtud,1000,,No matching concept,0,None,,,2024-06-04,2099-12-31
000000000000007034,0,None,ehif_service,Kodune respiraatorravi,Ambulatoorsed vastuvõtud,1000,Home oxygen therapy,426990007,4140455,SNOMED,Procedure,Procedure,2024-06-04,2099-12-31
000000000000007087,0,None,ehif_service,Esmane haiguspuhuse toitmisravi konsultatsioon,Ambulatoorsed vastuvõtud,1000,,No matching concept,0,None,,,2024-06-04,2099-12-31
000000000000007088,0,None,ehif_service,Korduv haiguspuhuse toitmisravi konsultatsioon,Ambulatoorsed vastuvõtud,1000,,No matching concept,0,None,,,2024-06-04,2099-12-31
000000000000007089,0,None,ehif_service,"Haiguspuhuse toitmisravi raviplaani koostamine või muutmine eksperdikomisjonis (vähemalt kaks liiget, kellest üks on arst)",Ambulatoorsed vastuvõtud,1000,,No matching concept,0,None,,,2024-06-04,2099-12-31
000000000000007099,0,None,ehif_service,Korduv haiguspuhuse toitmisravi kaugkonsultatsioon,Ambulatoorsed vastuvõtud,1000,,No matching concept,0,None,,,2024-06-04,2099-12-31
000000000000007408,0,None,ehif_service,Vähihaige koduse toetusravi päev,Ambulatoorsed vastuvõtud,1000,Home care of patient,60689008,4246074,SNOMED,Observation,Procedure,2024-06-04,2099-12-31
000000000000007408,0,None,ehif_service,Vähihaige koduse toetusravi päev – INSERTED,Ambulatoorsed vastuvõtud,1000,Palliative care,103735009,4014023,SNOMED,Observation,Procedure,2024-06-04,2099-12-31
000000000000007607,0,None,ehif_service,Kliinilise psühholoogi konsultatsioon eriarsti suunamisel,Ambulatoorsed vastuvõtud,1000,Psychologic AND/OR psychiatric procedure AND/OR service,108310004,4032377,SNOMED,Procedure,Procedure,2024-06-04,2099-12-31
000000000000007628,0,None,ehif_service,Logopeedi vastuvõtt,Ambulatoorsed vastuvõtud,1000,Speech therapy,5154007,4201412,SNOMED,Observation,Procedure,2024-06-04,2099-12-31
000000000000007629,0,None,ehif_service,Logopeedi kaugvastuvõtt,Ambulatoorsed vastuvõtud,1000,Speech therapy,5154007,4201412,SNOMED,Observation,Procedure,2024-06-04,2099-12-31
000000000000007633,0,None,ehif_service,Kliinilise psühholoogi kaugvastuvõtt eriarsti suunamisel,Ambulatoorsed vastuvõtud,1000,Psychologic AND/OR psychiatric procedure AND/OR service,108310004,4032377,SNOMED,Procedure,Procedure,2024-06-04,2099-12-31
000000000000007634,0,None,ehif_service,Kaugpsühhoteraapia seanss ühele haigele video teel,Ambulatoorsed vastuvõtud,1000,Individual psychotherapy,18512000,4088889,SNOMED,Procedure,Procedure,2024-06-04,2099-12-31
000000000000007635,0,None,ehif_service,Kaugpsühhoteraapia seanss ühele haigele grupis (grupis kaks kuni kaheksa haiget) video teel,Ambulatoorsed vastuvõtud,1000,Group psychotherapy,76168009,4296166,SNOMED,Procedure,Procedure,2024-06-04,2099-12-31
000000000000007636,0,None,ehif_service,Kaugpsühhoteraapia seanss perele video teel,Ambulatoorsed vastuvõtud,1000,Family psychotherapy procedure,108313002,4028920,SNOMED,Procedure,Procedure,2024-06-04,2099-12-31
000000000000007637,0,None,ehif_service,Kliinilise psühholoogi videovastuvõtt eriarsti suunamisel,Ambulatoorsed vastuvõtud,1000,Psychologic AND/OR psychiatric procedure AND/OR service,108310004,4032377,SNOMED,Procedure,Procedure,2024-06-04,2099-12-31
000000000000007638,0,None,ehif_service,Psühholoog-nõustaja vastuvõtt eriarsti suunamisel,Ambulatoorsed vastuvõtud,1000,Seen by psychologist,310348003,4150241,SNOMED,Observation,Clinical Finding,2024-06-04,2099-12-31
000000000000007639,0,None,ehif_service,Psühholoog-nõustaja kaugvastuvõtt eriarsti suunamisel,Ambulatoorsed vastuvõtud,1000,Seen by psychologist,310348003,4150241,SNOMED,Observation,Clinical Finding,2024-06-04,2099-12-31
000000000000007640,0,None,ehif_service,Psühholoog-nõustaja videovastuvõtt eriarsti suunamisel,Ambulatoorsed vastuvõtud,1000,Seen by psychologist,310348003,4150241,SNOMED,Observation,Clinical Finding,2024-06-04,2099-12-31
000000000000009071,0,None,ehif_service,HRH saamise med tingimuse kinnitamine,Ambulatoorsed vastuvõtud,1000,,No matching concept,0,None,,,2024-06-04,2099-12-31
000000000000009126,0,None,ehif_service,"Vaimse seisundi sõelhindamine (meeleoluhäire, kognitiivne häire,vm psüühikahäire, dementsus)",Ambulatoorsed vastuvõtud,1000,Screening for mental disorders,300005008,4102738,SNOMED,Measurement,Procedure,2024-06-04,2099-12-31
000000000000009127,0,None,ehif_service,Haavahooldus koos sidumisega,Ambulatoorsed vastuvõtud,1000,,No matching concept,0,None,,,2024-06-04,2099-12-31
000000000000009128,0,None,ehif_service,Püsikateetri hooldus,Ambulatoorsed vastuvõtud,1000,,No matching concept,0,None,,,2024-06-04,2099-12-31
000000000000009129,0,None,ehif_service,Stoomide hooldus ja vahetus,Ambulatoorsed vastuvõtud,1000,,No matching concept,0,None,,,2024-06-04,2099-12-31
000000000000009130,0,None,ehif_service,Uriini analüüs testribaga,Ambulatoorsed vastuvõtud,1000,Test strip urinalysis,231121000000101,44790166,SNOMED,Measurement,Procedure,2024-06-04,2099-12-31
000000000000009131,0,None,ehif_service,Veresuhkru määramine glükomeetriga,Ambulatoorsed vastuvõtud,1000,Glucometer blood glucose,166900001,4042066,SNOMED,Measurement,Procedure,2024-06-04,2099-12-31
000000000000009132,0,None,ehif_service,Uuringumaterjalide võtmine laboratoorseteks uuringuteks,Ambulatoorsed vastuvõtud,1000,,No matching concept,0,None,,,2024-06-04,2099-12-31
000000000000009133,0,None,ehif_service,"Ravimite manustamine i/m, i/v, s/c",Ambulatoorsed vastuvõtud,1000,,No matching concept,0,None,,,2024-06-04,2099-12-31
000000000000009134,0,None,ehif_service,Immuniseerimine,Ambulatoorsed vastuvõtud,1000,Administration of vaccine,283511000000105,44791414,SNOMED,Procedure,Procedure,2024-06-04,2099-12-31
000000000000009135,0,None,ehif_service,Asendravi korraldamine,Ambulatoorsed vastuvõtud,1000,,No matching concept,0,None,,,2024-06-04,2099-12-31
000000000000009136,0,None,ehif_service,Abivahendite kasutamise alane nõustamine ja tõendi väljastamine,Ambulatoorsed vastuvõtud,1000,,No matching concept,0,None,,,2024-06-04,2099-12-31
000000000000009137,0,None,ehif_service,Hindamine hindamisinstrumendi abil,Ambulatoorsed vastuvõtud,1000,,No matching concept,0,None,,,2024-06-04,2099-12-31
000000000000009138,0,None,ehif_service,Õendusplaani koostamine,Ambulatoorsed vastuvõtud,1000,,No matching concept,0,None,,,2024-06-04,2099-12-31
000000000000009139,0,None,ehif_service,Kontakt perearstiga,Ambulatoorsed vastuvõtud,1000,,No matching concept,0,None,,,2024-06-04,2099-12-31
000000000000009140,0,None,ehif_service,Raviplaanide korrigeerimine koostöös ravi määranud arstiga,Ambulatoorsed vastuvõtud,1000,,No matching concept,0,None,,,2024-06-04,2099-12-31
000000000000009141,0,None,ehif_service,"Kontakt eriarstiga (psühhiaater, silmaarst, hambaarst, eriarsti tagasikutsed, EMO)",Ambulatoorsed vastuvõtud,1000,,No matching concept,0,None,,,2024-06-04,2099-12-31
000000000000009142,0,None,ehif_service,Patsiendi lähedaste nõustamine,Ambulatoorsed vastuvõtud,1000,,No matching concept,0,None,,,2024-06-04,2099-12-31
000000000000009515,0,None,ehif_service,Kaugvastuvõtt,Ambulatoorsed vastuvõtud,1000,,No matching concept,0,None,,,2024-06-04,2099-12-31
000000000000003019,0,None,ehif_service,Eriõe vastuvõtt (30 minutit),Ambulatoorsed vastuvõtud; Eriarstiabi statistiline kood,1000; 4100,Admission by nurse,305326000,4128594,SNOMED,Observation,Procedure,2024-06-04,2099-12-31
000000000000003219,0,None,ehif_service,Eriõe kaugvastuvõtt,Ambulatoorsed vastuvõtud; Eriarstiabi statistiline kood,1000; 4100,Admission by nurse,305326000,4128594,SNOMED,Observation,Procedure,2024-06-04,2099-12-31
000000000000002101,0,None,ehif_service,"Anesteesia kestus alla 0,5",Anesteesia,2400,Anesthesia duration,89874-2,1176109,LOINC,Observation,Clinical Observation,2024-06-04,2099-12-31
000000000000002102,0,None,ehif_service,"Anesteesia kestus 0,5 kuni alla 1",Anesteesia,2400,Anesthesia duration,89874-2,1176109,LOINC,Observation,Clinical Observation,2024-06-04,2099-12-31
