source_code,source_concept_id,source_vocabulary_id,source_code_type,source_code_description,target_concept_name,target_concept_code,target_concept_id,target_vocabulary_id,target_domain,target_concept_class_id,updated_date,valid_end_date
10349-9,3014477,LOINC,loinc,Brucella-vastaste antikehade hulk seerumis/plasmas,Brucella sp Ab [Units/volume] in Serum,10349-9,3014477,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
10355-6,3014837,LOINC,loinc,Luuüdi aspiraadi Giemsa tsütokeemiline värving,Microscopic observation [Identifier] in Bone marrow by Wright Giemsa stain,10355-6,3014837,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
10362-2,3016278,LOINC,loinc,Endomüüsiumivastane IgA seerumis/plasmas,Endomysium IgA Ab [Presence] in Serum,10362-2,3016278,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
10366-3,3025911,LOINC,loinc,Kotiniin uriinis,Cotinine [Mass/volume] in Urine,10366-3,3025911,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
10373-9,3028468,LOINC,loinc,Fragmentatsioon,Fragments [Presence] in Blood by Light microscopy,10373-9,3028468,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
10374-7,3023873,LOINC,loinc,Keratotsütoos,Helmet cells [Presence] in Blood by Light microscopy,10374-7,3023873,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
10378-8,3011987,LOINC,loinc,Polükromaasia,Polychromasia [Presence] in Blood by Light microscopy,10378-8,3011987,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
10380-4,3024783,LOINC,loinc,Stomatotsütoos,Stomatocytes [Presence] in Blood by Light microscopy,10380-4,3024783,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
10381-2,3025616,LOINC,loinc,Kodotsütoos ehk märklaudrakkude olemasolu,Target cells [Presence] in Blood by Light microscopy,10381-2,3025616,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
1038-9,3017125,LOINC,loinc,G antikehad,G Ab [Presence] in Serum or Plasma,1038-9,3017125,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
10400-0,3020119,LOINC,loinc,I antigeen,I Ag [Presence] on Red Blood Cells,10400-0,3020119,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
10408-3,3033531,LOINC,loinc,i antigeen,little i Ag [Presence] on Red Blood Cells,10408-3,3033531,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
1041-3,3020263,LOINC,loinc,G antigeen,G Ag [Presence] on Red Blood Cells,1041-3,3020263,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
1044-7,3017800,LOINC,loinc,H antikehad,H Ab [Presence] in Serum,1044-7,3017800,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
10501-5,3009214,LOINC,loinc,Luteiniseeriv hormoon seerumis/plasmas,Lutropin [Units/volume] in Serum or Plasma,10501-5,3009214,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
1050-4,3018707,LOINC,loinc,H antigeen,H blood group typing,103870003,4016520,SNOMED,Measurement,Procedure,2025-12-03,2099-12-31
1051-2,3008111,LOINC,loinc,Otsese antiglobuliintesti tiiter,Hemolytic disease of newborn screen [Interpretation] in Blood,1051-2,3008111,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
10535-3,3011335,LOINC,loinc,Digoksiin seerumis/plasmas,Digoxin [Mass/volume] in Serum or Plasma,10535-3,3011335,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
10568-4,3015395,LOINC,loinc,Sperma läbipaistvus,Clarity of Semen,10568-4,3015395,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
10569-2,3008684,LOINC,loinc,Sperma värvus,Color of Semen,10569-2,3008684,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
10571-8,3034086,LOINC,loinc,Sperma konsistents,Viscosity of Semen Qualitative,32789-0,3043696,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
10574-2,3011618,LOINC,loinc,Fruktoos seminaalplasmas,Fructose [Moles/volume] in Semen,10574-2,3011618,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
10585-8,3003898,LOINC,loinc,Ümarrakud spermas,Round cells [#/volume] in Semen,10585-8,3003898,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
10587-4,3006517,LOINC,loinc,Abstinentsi kestus,Sexual abstinence duration,10587-4,3006517,LOINC,Observation,Clinical Observation,2025-12-03,2099-12-31
10602-1,3026349,LOINC,loinc,Peadefektiga spermatosoidide suhtarv,Spermatozoa Abnormal Head/Spermatozoa in Semen,10602-1,3026349,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
1060-3,3016597,LOINC,loinc,I antikehad,I Ab [Presence] in Serum or Plasma,1060-3,3016597,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
10603-9,3027178,LOINC,loinc,Keskosa defektiga spermatosoidide suhtarv,Spermatozoa Abnormal Midpiece/Spermatozoa in Semen,10603-9,3027178,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
10604-7,3010293,LOINC,loinc,Sabadefektiga spermatosoidide suhtarv,Spermatozoa Abnormal Tail/Spermatozoa in Semen,10604-7,3010293,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
10613-8,3010739,LOINC,loinc,Eosiinitest spermas,Spermatozoa Viable/Spermatozoa in Semen,10613-8,3010739,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
10615-3,3021867,LOINC,loinc,Mar IgA test spermas,Spermatozoa Motile w IgA/Spermatozoa in Semen by Mixed antiglobulin reaction,10615-3,3021867,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
10617-9,3005855,LOINC,loinc,Mar IgG test spermas,Spermatozoa Motile w IgG/Spermatozoa in Semen by Mixed antiglobulin reaction,10617-9,3005855,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
10620-3,3014043,LOINC,loinc,Kohapeal liikuvate spermatosoidide suhtarv,Spermatozoa Nonprogressive/Spermatozoa in Semen,10620-3,3014043,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
10622-9,3023258,LOINC,loinc,Normaalsete spermatosoidide suhtarv,Spermatozoa Normal/Spermatozoa in Semen,10622-9,3023258,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
10633-6,3002156,LOINC,loinc,Tsink seminaalplasmas,Zinc [Moles/volume] in Semen,10633-6,3002156,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
10634-4,3023659,LOINC,loinc,Komplemendi komponendi C1 funktsioon seerumis/plasmas,Complement C1 esterase inhibitor.functional/Complement C1 esterase inhibitor.total in Serum or Plasma,10634-4,3023659,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
10636-9,3037790,LOINC,loinc,Acanthamoeba mikroskoopia silmamaterjalist,Acanthamoeba sp identified in Eye by Wet preparation,10636-9,3037790,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
10656-7,3014787,LOINC,loinc,Coccidia mikroskoopia roojast,Coccidia identified in Stool by Acid fast stain,10656-7,3014787,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
10688-0,3020170,LOINC,loinc,Juuste mikroskoopia (kaaliumhüdroksiid),Microscopic observation [Identifier] in Hair by KOH preparation,10688-0,3020170,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
10689-8,3020394,LOINC,loinc,Küünekaape mikroskoopia (kaaliumhüdroksiid),Microscopic observation [Identifier] in Nail by KOH preparation,10689-8,3020394,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
1069-4,3010889,LOINC,loinc,Jka antikehad,Jk sup(a) Ab [Presence] in Serum or Plasma,1069-4,3010889,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
10701-1,3020389,LOINC,loinc,Parasiitide mikroskoopia roojast (formaliineeter),Ova and parasites identified in Stool by Concentration,10701-1,3020389,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
10704-5,3003327,LOINC,loinc,Ussnugiliste munade mikroskoopia roojas,Ova and parasites identified in Stool by Light microscopy,10704-5,3003327,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
10715-1,3034455,LOINC,loinc,Schistosoma sp. mikroskoopia roojas (formaliineeter),Schistosoma sp identified in Urine sediment by Light microscopy,10715-1,3034455,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
1072-8,3024448,LOINC,loinc,Jka antigeen,Jk sup(a) Ag [Presence] on Red Blood Cells,1072-8,3024448,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
1075-1,3026722,LOINC,loinc,Jkb antikehad,Jk sup(b) Ab [Presence] in Serum or Plasma,1075-1,3026722,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
10753-2,3024796,LOINC,loinc,Rasvatilgad roojas,Fat.microscopic observation [Identifier] in Stool by Sudan IV stain,10753-2,3024796,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
1078-5,3010024,LOINC,loinc,Jkb antigeen,Jk sup(b) Ag [Presence] on Red Blood Cells,1078-5,3010024,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
108-1,3022270,LOINC,loinc,Tsefotaksiim MIK,Cefotaxime [Susceptibility] by Minimum inhibitory concentration (MIC),108-1,3022270,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
1081-9,3027304,LOINC,loinc,Jsa antikehad,Js sup(a) Ab [Presence] in Serum or Plasma,1081-9,3027304,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
10835-7,3013861,LOINC,loinc,Lipoproteiin a seerumis/plasmas (mg/L),Lipoprotein a [Mass/volume] in Serum or Plasma,10835-7,3013861,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
10839-9,3021337,LOINC,loinc,Troponiin I (kardiaalne) seerumis/plasmas,Troponin I.cardiac [Mass/volume] in Serum or Plasma,10839-9,3021337,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
1084-3,3014631,LOINC,loinc,Jsa antigeen,Js sup(a) Ag [Presence] on Red Blood Cells,1084-3,3014631,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
1087-6,3005119,LOINC,loinc,Jsb antikehad,Js sup(b) Ab [Presence] in Serum or Plasma,1087-6,3005119,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
10886-0,3005013,LOINC,loinc,Vaba prostataspetsiifiline antigeen seerumis/plasmas,Prostate Specific Ag Free [Mass/volume] in Serum or Plasma,10886-0,3005013,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
10895-1,3023270,LOINC,loinc,Clostridioides difficile toksiin B roojas (ribaanalüüs),Clostridioides difficile toxin B [Presence] in Stool,10895-1,3023270,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
1090-0,3015299,LOINC,loinc,Jsb antigeen,Js sup(b) Ag [Presence] on Red Blood Cells,1090-0,3015299,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
10919-9,3000402,LOINC,loinc,Anisakisevastane IgE seerumis/plasmas,Anisakis IgE Ab [Units/volume] in Serum,10919-9,3000402,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
10922-3,3022482,LOINC,loinc,Veise komponendi Bos d 6 (seerumi albumiin) vastane IgE seerumis/plasmas,Bovine serum albumin (BSA) IgE Ab [Units/volume] in Serum,10922-3,3022482,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
10925-6,3000309,LOINC,loinc,Jaapani makrelli vastane IgE seerumis/plasmas,Chub Mackerel IgE Ab [Units/volume] in Serum,10925-6,3000309,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
10929-8,3021289,LOINC,loinc,Apteegitilli seemne vastane IgE seerumis/plasmas,Fennel Seed IgE Ab [Units/volume] in Serum,10929-8,3021289,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
10933-0,3003216,LOINC,loinc,Guarkummivastane IgE seerumis/plasmas,Guar gum IgE Ab [Units/volume] in Serum,10933-0,3003216,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
1093-4,3005386,LOINC,loinc,K antikehad,K Ab [Presence] in Serum or Plasma,1093-4,3005386,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
10937-1,3037512,LOINC,loinc,Punevastane IgE seerumis/plasmas,Marjoram IgE Ab [Units/volume] in Serum,10937-1,3037512,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
10944-7,3034102,LOINC,loinc,Kaheksajala vastane IgE seerumis/plasmas,Octopus IgE Ab [Units/volume] in Serum,10944-7,3034102,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
10945-4,3022162,LOINC,loinc,Papaia komponendi Car p 1 (endopolügalakturonaas) vastane IgE seerumis/plasmas,Papain IgE Ab [Units/volume] in Serum,10945-4,3022162,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
10947-0,3011634,LOINC,loinc,Hurmaavastane IgE seerumis/plasmas,Persimmon IgE Ab [Units/volume] in Serum,10947-0,3011634,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
10949-6,3017376,LOINC,loinc,Pityrosporum orbiculare vastane IgE seerumis/plasmas,Malassezia furfur IgE Ab [Units/volume] in Serum,10949-6,3017376,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
10950-4,3034710,LOINC,loinc,Põhjapõdra epiteeli vastane IgE seerumis/plasmas,Reindeer epithelium IgE Ab [Units/volume] in Serum,10950-4,3034710,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
10954-6,3017497,LOINC,loinc,Seedermänniseemne vastane IgE seerumis/plasmas,Pine Nut IgE Ab [Units/volume] in Serum,10954-6,3017497,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
10959-5,3007620,LOINC,loinc,Lestavastane IgE seerumis/plasmas,Plaice IgE Ab [Units/volume] in Serum,10959-5,3007620,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
1096-7,3002394,LOINC,loinc,K antigeen,K Ag [Presence] on Red Blood Cells,1096-7,3002394,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
109-9,3005233,LOINC,loinc,Tsefotaksiim Disk,Cefotaxime [Susceptibility] by Disk diffusion (KB),109-9,3005233,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
1099-1,3034851,LOINC,loinc,Kpa antikehad,Kp sup(a) Ab [Presence] in Serum or Plasma,1099-1,3034851,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
10998-3,3000068,LOINC,loinc,Oksükodoon uriinis,oxyCODONE [Presence] in Urine,10998-3,3000068,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
11001-5,3015339,LOINC,loinc,Pürasiinamiid seerumis/plasmas,Pyrazinamide [Mass/volume] in Serum or Plasma,11001-5,3015339,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
11011-4,3018447,LOINC,loinc,C-hepatiidi viiruse RNA hulk seerumis/plasmas,Hepatitis C virus RNA [Units/volume] (viral load) in Serum or Plasma by NAA with probe detection,11011-4,3018447,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
11017-1,3025107,LOINC,loinc,Luuüdi aspiraadi mittespetsiifiliste esteraaside tsütokeemiline värving,Microscopic observation [Identifier] in Blood or Marrow by Chloracetate esterase stain,11017-1,3025107,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
11020-5,3006461,LOINC,loinc,Luuüdi aspiraadi happelise fosfataasi tsütokeemiline värving,Microscopic observation [Identifier] in Blood or Marrow by Tartrate-resistant acid phosphatase stain,11020-5,3006461,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
1102-3,3001884,LOINC,loinc,Kpa antigeen,Kp sup(a) Ag [Presence] on Red Blood Cells,1102-3,3001884,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
11024-7,3026900,LOINC,loinc,Bensodiasepiinid seerumis/plasmas,Benzodiazepines [Mass/volume] in Serum or Plasma,11024-7,3026900,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
11029-6,3015273,LOINC,loinc,Rooja konsistents,Consistency of Stool,11029-6,3015273,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
11043-7,3023504,LOINC,loinc,Krüofibrinogeen plasmas,Cryofibrinogen [Presence] in Plasma,11043-7,3023504,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
11055-1,3035564,LOINC,loinc,Melatoniin seerumis/plasmas,Melatonin [Mass/volume] in Serum or Plasma,11055-1,3035564,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
1105-6,3034176,LOINC,loinc,Kpb antikehad,Kp sup(b) Ab [Presence] in Serum or Plasma,1105-6,3034176,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
1108-0,3013356,LOINC,loinc,Kpb antigeen,Kp sup(b) Ag [Presence] on Red Blood Cells,1108-0,3013356,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
11089-0,3027260,LOINC,loinc,Hu-vastased antikehad liikvoris,Neuronal nuclear Ab [Presence] in Cerebral spinal fluid,11089-0,3027260,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
1112-2,3035056,LOINC,loinc,Lea antikehad,Le sup(a) Ab [Presence] in Serum or Plasma,1112-2,3035056,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
11139-3,3011933,LOINC,loinc,Metanefriin uriinis,Metanephrine [Mass/volume] in Urine,11139-3,3011933,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
1115-5,3013154,LOINC,loinc,Lea antigeen,Le sup(a) Ag [Presence] on Red Blood Cells,1115-5,3013154,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
11172-4,3027730,LOINC,loinc,Tuhkru epiteeli vastane IgE seerumis/plasmas,Ferret epithelium IgE Ab [Units/volume] in Serum,11172-4,3027730,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
11179-9,3010032,LOINC,loinc,Pärna õietolmu vastane IgE seerumis/plasmas,Linden IgE Ab [Units/volume] in Serum,11179-9,3010032,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
11180-7,3025417,LOINC,loinc,Lupiini õietolmu vastane IgE seerumis/plasmas,Lupin IgE Ab [Units/volume] in Serum,11180-7,3025417,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
11182-3,3012779,LOINC,loinc,Muna komponendi Gal d 4 (lüsosüüm) vastane IgE seerumis/plasmas,Lysozyme IgE Ab [Units/volume] in Serum,11182-3,3012779,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
11183-1,3027306,LOINC,loinc,Makadaamia pähkli vastane IgE seerumis/plasmas,Macadamia IgE Ab [Units/volume] in Serum,11183-1,3027306,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
11184-9,3012974,LOINC,loinc,Jaapani stauriidi vastane IgE seerumis/plasmas,Scad IgE Ab [Units/volume] in Serum,11184-9,3012974,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
1118-9,3014586,LOINC,loinc,Leb antikehad,Le sup(b) Ab [Presence] in Serum or Plasma,1118-9,3014586,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
11191-4,3009801,LOINC,loinc,Saidavastane IgE seerumis/plasmas,Pollock IgE Ab [Units/volume] in Serum,11191-4,3009801,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
11192-2,3015295,LOINC,loinc,Protamiinivastane IgE seerumis/plasmas,Protamine IgE Ab [Units/volume] in Serum,11192-2,3015295,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
11193-0,3019299,LOINC,loinc,Kõrvitsaseemne vastane IgE seerumis/plasmas,Pumpkin Seed IgE Ab [Units/volume] in Serum,11193-0,3019299,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
11194-8,3021944,LOINC,loinc,Rapsi õietolmu vastane IgE seerumis/plasmas,Rape Pollen IgE Ab [Units/volume] in Serum,11194-8,3021944,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
11195-5,3005379,LOINC,loinc,Rapsiseemnevastane IgE seerumis/plasmas,Rapeseed IgE Ab [Units/volume] in Serum,11195-5,3005379,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
11201-1,3005103,LOINC,loinc,Suksametooniumivastane IgE seerumis/plasmas,Succinylcholine IgE Ab [Units/volume] in Serum,11201-1,3005103,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
11202-9,3000048,LOINC,loinc,Estragonivastane IgE seerumis/plasmas,Tarragon IgE Ab [Units/volume] in Serum,11202-9,3000048,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
1121-3,3013506,LOINC,loinc,Leb antigeen,Le sup(b) Ag [Presence] on Red Blood Cells,1121-3,3013506,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
11225-0,3008945,LOINC,loinc,Porfüriinid uriinis (ug/L),Porphyrins [Mass/volume] in Urine,11225-0,3008945,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
11235-9,3004176,LOINC,loinc,Fentanüül uriinis,fentaNYL [Presence] in Urine,11235-9,3004176,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
11253-2,3026250,LOINC,loinc,Takroliimus veres,Tacrolimus [Mass/volume] in Blood,11253-2,3026250,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
11257-3,3011003,LOINC,loinc,Haemophilus influenzae B vastase IgG hulk seerumis/plasmas,Haemophilus influenzae B IgG Ab [Mass/volume] in Serum by Immunoassay,11257-3,3011003,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
11259-9,3021125,LOINC,loinc,C-hepatiidi viiruse RNA seerumis/plasmas,Hepatitis C virus RNA [Presence] in Serum or Plasma by NAA with probe detection,11259-9,3021125,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
11277-1,3001008,LOINC,loinc,Lameepiteeli rakud,Epithelial cells.squamous [#/area] in Urine sediment by Microscopy high power field,11277-1,3001008,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
11280-5,3004525,LOINC,loinc,Caboti ringid,Cabot rings [Presence] in Blood by Light microscopy,11280-5,3004525,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
11281-3,3003424,LOINC,loinc,Aueri kepikesed,Auer rods [Presence] in Blood by Light microscopy,11281-3,3003424,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
1135-3,3005723,LOINC,loinc,Lua antikehad,Lu sup(a) Ab [Presence] in Serum or Plasma,1135-3,3005723,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
1138-7,3023848,LOINC,loinc,Lua antigeen,Lu sup(a) Ag [Presence] on Red Blood Cells,1138-7,3023848,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
1144-5,3024811,LOINC,loinc,Lub antikehad,Lu sup(b) Ab [Presence] in Serum or Plasma,1144-5,3024811,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
11472-8,3005801,LOINC,loinc,Cryptococcus neoformans antigeen,Cryptococcus sp Ag [Presence] in Specimen,29533-7,3024255,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
11475-1,3024461,LOINC,loinc,Isolaadi uuring,Microorganism identified in Specimen by Culture,11475-1,3024461,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
1147-8,3026396,LOINC,loinc,Lub antigeen,Lu sup(b) Ag [Presence] on Red Blood Cells,1147-8,3026396,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
11483-5,3012202,LOINC,loinc,Tuulerõugeviiruse DNA,Varicella zoster virus DNA [Presence] in Specimen by NAA with probe detection,11483-5,3012202,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
1156-9,3014694,LOINC,loinc,c antikehad,little c Ab [Presence] in Serum or Plasma,1156-9,3014694,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
11572-5,3021614,LOINC,loinc,Reumatoidfaktor seerumis/plasmas,Rheumatoid factor [Units/volume] in Serum or Plasma,11572-5,3021614,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
1159-3,3005186,LOINC,loinc,c antigeen,little c Ag [Presence] on Red Blood Cells,1159-3,3005186,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
1162-7,3015600,LOINC,loinc,e antikehad,little e Ab [Presence] in Serum or Plasma,1162-7,3015600,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
